filename,n_electrodes,n_samples,duration_sec,fs_eeg,bands,n_windows,condition
bb04_ut05.mat,47,5730,22.92,250,"{'delta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (30, 50)}}",89,slow
bb04_ut06.mat,47,5098,20.392,250,"{'delta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (30, 50)}}",79,slow
bb04_ut07.mat,47,5609,22.436,250,"{'delta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (30, 50)}}",87,slow
bb04_ut08.mat,47,4747,18.988,250,"{'delta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (30, 50)}}",73,slow
bb04_ut09.mat,47,4741,18.964,250,"{'delta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (30, 50)}}",73,slow
bb04_ut10.mat,47,5007,20.028,250,"{'delta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (30, 50)}}",77,slow
bb04_ut11.mat,47,5483,21.932,250,"{'delta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (30, 50)}}",85,slow
bb04_ut12.mat,47,5368,21.472,250,"{'delta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (30, 50)}}",83,slow
bb04_ut13.mat,47,4969,19.876,250,"{'delta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (30, 50)}}",77,slow
bb04_ut14.mat,47,5323,21.292,250,"{'delta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (30, 50)}}",82,slow
bb04_ut15.mat,47,4758,19.032,250,"{'delta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (30, 50)}}",73,slow
bb04_ut16.mat,47,4261,17.044,250,"{'delta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (30, 50)}}",65,slow
bb04_ut17.mat,47,5616,22.464,250,"{'delta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (30, 50)}}",87,slow
bb04_ut18.mat,47,5014,20.056,250,"{'delta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (30, 50)}}",77,slow
bb04_ut19.mat,47,5688,22.752,250,"{'delta': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (30, 50)}}",88,slow
bb04_ut20.mat,47,5186,20.744,250,"{'delta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (30, 50)}}",80,slow
bb04_ut21.mat,47,5046,20.184,250,"{'delta': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (30, 50)}}",78,slow
bb04_ut22.mat,47,5741,22.964,250,"{'delta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (30, 50)}}",89,slow
bb04_ut23.mat,47,5159,20.636,250,"{'delta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (30, 50)}}",80,slow
bb05_ut01.mat,47,4606,18.424,250,"{'delta': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (30, 50)}}",71,slow
bb05_ut03.mat,47,5430,21.72,250,"{'delta': {'n_windows': 84, 'window_shape': (84, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 84, 'window_shape': (84, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 84, 'window_shape': (84, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 84, 'window_shape': (84, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 84, 'window_shape': (84, 47, 250), 'freq_range': (30, 50)}}",84,slow
bb05_ut04.mat,47,5516,22.064,250,"{'delta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (30, 50)}}",85,slow
bb05_ut05.mat,47,5730,22.92,250,"{'delta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (30, 50)}}",89,slow
bb05_ut06.mat,47,5098,20.392,250,"{'delta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (30, 50)}}",79,slow
bb05_ut08.mat,47,4747,18.988,250,"{'delta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (30, 50)}}",73,slow
bb05_ut10.mat,47,5007,20.028,250,"{'delta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (30, 50)}}",77,slow
bb05_ut11.mat,47,5483,21.932,250,"{'delta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (30, 50)}}",85,slow
bb05_ut12.mat,47,5368,21.472,250,"{'delta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (30, 50)}}",83,slow
bb05_ut13.mat,47,4969,19.876,250,"{'delta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (30, 50)}}",77,slow
bb05_ut14.mat,47,5323,21.292,250,"{'delta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (30, 50)}}",82,slow
bb05_ut15.mat,47,4758,19.032,250,"{'delta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (30, 50)}}",73,slow
bb05_ut16.mat,47,4261,17.044,250,"{'delta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (30, 50)}}",65,slow
bb05_ut18.mat,47,5014,20.056,250,"{'delta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (30, 50)}}",77,slow
bb05_ut19.mat,47,5688,22.752,250,"{'delta': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 88, 'window_shape': (88, 47, 250), 'freq_range': (30, 50)}}",88,slow
bb05_ut20.mat,47,5186,20.744,250,"{'delta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (30, 50)}}",80,slow
bb05_ut21.mat,47,5046,20.184,250,"{'delta': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 78, 'window_shape': (78, 47, 250), 'freq_range': (30, 50)}}",78,slow
bb05_ut22.mat,47,5741,22.964,250,"{'delta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (30, 50)}}",89,slow
bb05_ut23.mat,47,5159,20.636,250,"{'delta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 80, 'window_shape': (80, 47, 250), 'freq_range': (30, 50)}}",80,slow
bb09_ut01.mat,47,4606,18.424,250,"{'delta': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 71, 'window_shape': (71, 47, 250), 'freq_range': (30, 50)}}",71,slow
bb09_ut02.mat,47,5709,22.836,250,"{'delta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (30, 50)}}",89,slow
bb09_ut04.mat,47,5516,22.064,250,"{'delta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (30, 50)}}",85,slow
bb09_ut05.mat,47,5730,22.92,250,"{'delta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 89, 'window_shape': (89, 47, 250), 'freq_range': (30, 50)}}",89,slow
bb09_ut06.mat,47,5098,20.392,250,"{'delta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 79, 'window_shape': (79, 47, 250), 'freq_range': (30, 50)}}",79,slow
bb09_ut07.mat,47,5609,22.436,250,"{'delta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 87, 'window_shape': (87, 47, 250), 'freq_range': (30, 50)}}",87,slow
bb09_ut08.mat,47,4747,18.988,250,"{'delta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (30, 50)}}",73,slow
bb09_ut09.mat,47,4741,18.964,250,"{'delta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (30, 50)}}",73,slow
bb09_ut11.mat,47,5483,21.932,250,"{'delta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 85, 'window_shape': (85, 47, 250), 'freq_range': (30, 50)}}",85,slow
bb09_ut12.mat,47,5368,21.472,250,"{'delta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 83, 'window_shape': (83, 47, 250), 'freq_range': (30, 50)}}",83,slow
bb09_ut13.mat,47,4969,19.876,250,"{'delta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 77, 'window_shape': (77, 47, 250), 'freq_range': (30, 50)}}",77,slow
bb09_ut14.mat,47,5323,21.292,250,"{'delta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 82, 'window_shape': (82, 47, 250), 'freq_range': (30, 50)}}",82,slow
bb09_ut15.mat,47,4758,19.032,250,"{'delta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 73, 'window_shape': (73, 47, 250), 'freq_range': (30, 50)}}",73,slow
bb09_ut16.mat,47,4261,17.044,250,"{'delta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (0.5, 4)}, 'theta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (4, 8)}, 'alpha': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (8, 13)}, 'beta': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (13, 30)}, 'gamma': {'n_windows': 65, 'window_shape': (65, 47, 250), 'freq_range': (30, 50)}}",65,slow
